image,variant,scale_value,decoded_answer,p_like,model,condition,phrasing,decoded_like_binary
044_correct_1000000,correct,1000000,like,0.5621765008857981,qwen3-vl-8b,metrics,single,1
044_incorrect_1000000,incorrect,1000000,scroll,0.1480471980316895,qwen3-vl-8b,metrics,single,0
045_correct_1000000,correct,1000000,scroll,0.11920302215183971,qwen3-vl-8b,metrics,single,0
045_incorrect_1000000,incorrect,1000000,like,0.29421497216298875,qwen3-vl-8b,metrics,single,1
046_correct_1000000,correct,1000000,like,0.7310585786300049,qwen3-vl-8b,metrics,single,1
046_incorrect_1000000,incorrect,1000000,like,0.7549149868676283,qwen3-vl-8b,metrics,single,1
047_correct_1000000,correct,1000000,like,0.22269997373976314,qwen3-vl-8b,metrics,single,1
047_incorrect_1000000,incorrect,1000000,like,0.5,qwen3-vl-8b,metrics,single,1
048_correct_1000000,correct,1000000,like,0.4378234991142019,qwen3-vl-8b,metrics,single,1
048_incorrect_1000000,incorrect,1000000,scroll,0.18242552380635632,qwen3-vl-8b,metrics,single,0
049_correct_1000000,correct,1000000,like,0.7549149868676283,qwen3-vl-8b,metrics,single,1
049_incorrect_1000000,incorrect,1000000,scroll,0.11920282189246814,qwen3-vl-8b,metrics,single,0
050_correct_1000000,correct,1000000,like,0.7549149868676283,qwen3-vl-8b,metrics,single,1
050_incorrect_1000000,incorrect,1000000,like,0.6224593312018546,qwen3-vl-8b,metrics,single,1
051_correct_1000000,correct,1000000,scroll,0.03308594787943996,qwen3-vl-8b,metrics,single,0
051_incorrect_1000000,incorrect,1000000,like,0.3208210930237833,qwen3-vl-8b,metrics,single,1
052_correct_1000000,correct,1000000,scroll,0.1329641302537616,qwen3-vl-8b,metrics,single,0
052_incorrect_1000000,incorrect,1000000,scroll,0.07585811316515663,qwen3-vl-8b,metrics,single,0
053_correct_1000000,correct,1000000,like,0.6224593312018546,qwen3-vl-8b,metrics,single,1
053_incorrect_1000000,incorrect,1000000,like,0.32082130082460697,qwen3-vl-8b,metrics,single,1
054_correct_1000000,correct,1000000,like,0.7310585786300049,qwen3-vl-8b,metrics,single,1
054_incorrect_1000000,incorrect,1000000,like,0.29421497216298875,qwen3-vl-8b,metrics,single,1
055_correct_1000000,correct,1000000,like,0.5,qwen3-vl-8b,metrics,single,1
055_incorrect_1000000,incorrect,1000000,like,0.37754066879814546,qwen3-vl-8b,metrics,single,1
056_correct_1000000,correct,1000000,scroll,0.0675466911396291,qwen3-vl-8b,metrics,single,0
056_incorrect_1000000,incorrect,1000000,scroll,0.053403329799824234,qwen3-vl-8b,metrics,single,0
057_correct_1000000,correct,1000000,like,0.6224593312018546,qwen3-vl-8b,metrics,single,1
057_incorrect_1000000,incorrect,1000000,like,0.5926665999540697,qwen3-vl-8b,metrics,single,1
058_correct_1000000,correct,1000000,like,0.7981867777396212,qwen3-vl-8b,metrics,single,1
058_incorrect_1000000,incorrect,1000000,like,0.6224593312018546,qwen3-vl-8b,metrics,single,1
059_correct_1000000,correct,1000000,like,0.5,qwen3-vl-8b,metrics,single,1
059_incorrect_1000000,incorrect,1000000,scroll,0.08509897075663997,qwen3-vl-8b,metrics,single,0
060_correct_1000000,correct,1000000,like,0.24508501313237172,qwen3-vl-8b,metrics,single,1
060_incorrect_1000000,incorrect,1000000,like,0.5926665999540697,qwen3-vl-8b,metrics,single,1
061_correct_1000000,correct,1000000,like,0.5926665999540697,qwen3-vl-8b,metrics,single,1
061_incorrect_1000000,incorrect,1000000,like,0.5621765008857981,qwen3-vl-8b,metrics,single,1
062_correct_1000000,correct,1000000,like,0.7549149868676283,qwen3-vl-8b,metrics,single,1
062_incorrect_1000000,incorrect,1000000,like,0.7057850278370112,qwen3-vl-8b,metrics,single,1
063_correct_1000000,correct,1000000,like,0.34864513533394575,qwen3-vl-8b,metrics,single,1
063_incorrect_1000000,incorrect,1000000,like,0.8807970779778823,qwen3-vl-8b,metrics,single,1
064_correct_1000000,correct,1000000,like,0.7057850278370112,qwen3-vl-8b,metrics,single,1
064_incorrect_1000000,incorrect,1000000,like,0.5621765008857981,qwen3-vl-8b,metrics,single,1
065_correct_1000000,correct,1000000,scroll,0.1480471980316895,qwen3-vl-8b,metrics,single,0
065_incorrect_1000000,incorrect,1000000,scroll,0.05340328159025942,qwen3-vl-8b,metrics,single,0
066_correct_1000000,correct,1000000,like,0.32082130082460697,qwen3-vl-8b,metrics,single,1
066_incorrect_1000000,incorrect,1000000,scroll,0.025957381310101762,qwen3-vl-8b,metrics,single,0
067_correct_1000000,correct,1000000,scroll,0.0085774935236784,qwen3-vl-8b,metrics,single,0
067_incorrect_1000000,incorrect,1000000,scroll,0.04208768946696708,qwen3-vl-8b,metrics,single,0
068_correct_1000000,correct,1000000,like,0.29421517019590493,qwen3-vl-8b,metrics,single,1
068_incorrect_1000000,incorrect,1000000,scroll,0.20181322226037882,qwen3-vl-8b,metrics,single,0
069_correct_1000000,correct,1000000,like,0.46879062662624377,qwen3-vl-8b,metrics,single,1
069_incorrect_1000000,incorrect,1000000,scroll,0.037326887344129464,qwen3-vl-8b,metrics,single,0
070_correct_1000000,correct,1000000,like,0.7772998611746911,qwen3-vl-8b,metrics,single,1
070_incorrect_1000000,incorrect,1000000,like,0.5621765008857981,qwen3-vl-8b,metrics,single,1
071_correct_1000000,correct,1000000,like,0.34864513533394575,qwen3-vl-8b,metrics,single,1
071_incorrect_1000000,incorrect,1000000,scroll,0.037326853075201914,qwen3-vl-8b,metrics,single,0
072_correct_1000000,correct,1000000,like,0.24508518957966255,qwen3-vl-8b,metrics,single,1
072_incorrect_1000000,incorrect,1000000,scroll,0.0675466911396291,qwen3-vl-8b,metrics,single,0
073_correct_1000000,correct,1000000,like,0.7310585786300049,qwen3-vl-8b,metrics,single,1
073_incorrect_1000000,incorrect,1000000,like,0.4378234991142019,qwen3-vl-8b,metrics,single,1
074_correct_1000000,correct,1000000,like,0.7772998611746911,qwen3-vl-8b,metrics,single,1
074_incorrect_1000000,incorrect,1000000,like,0.37754066879814546,qwen3-vl-8b,metrics,single,1
075_correct_1000000,correct,1000000,scroll,0.22269997373976314,qwen3-vl-8b,metrics,single,0
075_incorrect_1000000,incorrect,1000000,scroll,0.1329641302537616,qwen3-vl-8b,metrics,single,0
076_correct_1000000,correct,1000000,like,0.24508501313237172,qwen3-vl-8b,metrics,single,1
076_incorrect_1000000,incorrect,1000000,like,0.32082130082460697,qwen3-vl-8b,metrics,single,1
077_correct_1000000,correct,1000000,like,0.29421477413015035,qwen3-vl-8b,metrics,single,1
077_incorrect_1000000,incorrect,1000000,scroll,0.033085978388704126,qwen3-vl-8b,metrics,single,0
078_correct_1000000,correct,1000000,scroll,0.20181322226037882,qwen3-vl-8b,metrics,single,0
078_incorrect_1000000,incorrect,1000000,scroll,0.08509904500702024,qwen3-vl-8b,metrics,single,0
079_correct_1000000,correct,1000000,like,0.24508518957966255,qwen3-vl-8b,metrics,single,1
079_incorrect_1000000,incorrect,1000000,scroll,0.04208772791561884,qwen3-vl-8b,metrics,single,0
080_correct_1000000,correct,1000000,scroll,0.11920282189246814,qwen3-vl-8b,metrics,single,0
080_incorrect_1000000,incorrect,1000000,scroll,0.10669050305316903,qwen3-vl-8b,metrics,single,0
081_correct_1000000,correct,1000000,like,0.37754066879814546,qwen3-vl-8b,metrics,single,1
081_incorrect_1000000,incorrect,1000000,like,0.5621765008857981,qwen3-vl-8b,metrics,single,1
082_correct_1000000,correct,1000000,scroll,0.06754663107330136,qwen3-vl-8b,metrics,single,0
082_incorrect_1000000,incorrect,1000000,like,0.24508483668516665,qwen3-vl-8b,metrics,single,1
083_correct_1000000,correct,1000000,like,0.4073334000459302,qwen3-vl-8b,metrics,single,1
083_incorrect_1000000,incorrect,1000000,scroll,0.20181337588271178,qwen3-vl-8b,metrics,single,0
084_correct_1000000,correct,1000000,like,0.5926665999540697,qwen3-vl-8b,metrics,single,1
084_incorrect_1000000,incorrect,1000000,like,0.29421517019590493,qwen3-vl-8b,metrics,single,1
085_correct_1000000,correct,1000000,scroll,0.10669068483820153,qwen3-vl-8b,metrics,single,0
085_incorrect_1000000,incorrect,1000000,like,0.4378234991142019,qwen3-vl-8b,metrics,single,1
086_correct_1000000,correct,1000000,like,0.8933094060543487,qwen3-vl-8b,metrics,single,1
086_incorrect_1000000,incorrect,1000000,like,0.6224593312018546,qwen3-vl-8b,metrics,single,1
087_correct_1000000,correct,1000000,like,0.32082130082460697,qwen3-vl-8b,metrics,single,1
087_incorrect_1000000,incorrect,1000000,scroll,0.09534954716112744,qwen3-vl-8b,metrics,single,0
088_correct_1000000,correct,1000000,like,0.5621765008857981,qwen3-vl-8b,metrics,single,1
088_incorrect_1000000,incorrect,1000000,like,0.37754066879814546,qwen3-vl-8b,metrics,single,1
089_correct_1000000,correct,1000000,like,0.34864513533394575,qwen3-vl-8b,metrics,single,1
089_incorrect_1000000,incorrect,1000000,like,0.46879062662624377,qwen3-vl-8b,metrics,single,1
090_correct_1000000,correct,1000000,like,0.6513548646660542,qwen3-vl-8b,metrics,single,1
090_incorrect_1000000,incorrect,1000000,scroll,0.0675466911396291,qwen3-vl-8b,metrics,single,0
091_correct_1000000,correct,1000000,like,0.7310585786300049,qwen3-vl-8b,metrics,single,1
091_incorrect_1000000,incorrect,1000000,like,0.5312093733737563,qwen3-vl-8b,metrics,single,1
092_correct_1000000,correct,1000000,like,0.8807970779778823,qwen3-vl-8b,metrics,single,1
092_incorrect_1000000,incorrect,1000000,like,0.46879062662624377,qwen3-vl-8b,metrics,single,1
093_correct_1000000,correct,1000000,like,0.7772998611746911,qwen3-vl-8b,metrics,single,1
093_incorrect_1000000,incorrect,1000000,like,0.7057850278370112,qwen3-vl-8b,metrics,single,1
094_correct_1000000,correct,1000000,like,0.7981867777396212,qwen3-vl-8b,metrics,single,1
094_incorrect_1000000,incorrect,1000000,like,0.7057850278370112,qwen3-vl-8b,metrics,single,1
095_correct_1000000,correct,1000000,like,0.7549149868676283,qwen3-vl-8b,metrics,single,1
095_incorrect_1000000,incorrect,1000000,like,0.6513548646660542,qwen3-vl-8b,metrics,single,1
096_correct_1000000,correct,1000000,scroll,0.20181322226037882,qwen3-vl-8b,metrics,single,0
096_incorrect_1000000,incorrect,1000000,scroll,0.05340337800943012,qwen3-vl-8b,metrics,single,0
097_correct_1000000,correct,1000000,like,0.46879062662624377,qwen3-vl-8b,metrics,single,1
097_incorrect_1000000,incorrect,1000000,scroll,0.1824253815692587,qwen3-vl-8b,metrics,single,0
098_correct_1000000,correct,1000000,like,0.46879062662624377,qwen3-vl-8b,metrics,single,1
098_incorrect_1000000,incorrect,1000000,like,0.29421477413015035,qwen3-vl-8b,metrics,single,1
099_correct_1000000,correct,1000000,like,0.8175744761936437,qwen3-vl-8b,metrics,single,1
099_incorrect_1000000,incorrect,1000000,like,0.34864535190550355,qwen3-vl-8b,metrics,single,1
100_correct_1000000,correct,1000000,scroll,0.1645164628965632,qwen3-vl-8b,metrics,single,0
100_incorrect_1000000,incorrect,1000000,scroll,0.04742587317756679,qwen3-vl-8b,metrics,single,0
001_correct_10,correct,10,yes,0.8933094060543487,qwen3-vl-8b,metrics,yesno,1
001_incorrect_10,incorrect,10,yes,0.9579122720843811,qwen3-vl-8b,metrics,yesno,1
002_correct_10,correct,10,yes,0.9890130573694068,qwen3-vl-8b,metrics,yesno,1
002_incorrect_10,incorrect,10,yes,0.9820137900379085,qwen3-vl-8b,metrics,yesno,1
003_correct_10,correct,10,yes,0.9465966702001757,qwen3-vl-8b,metrics,yesno,1
003_incorrect_10,incorrect,10,yes,0.8354835371034369,qwen3-vl-8b,metrics,yesno,1
004_correct_10,correct,10,yes,0.9740426428022031,qwen3-vl-8b,metrics,yesno,1
004_incorrect_10,incorrect,10,yes,0.8670357598021706,qwen3-vl-8b,metrics,yesno,1
005_correct_10,correct,10,yes,0.9046505351008906,qwen3-vl-8b,metrics,yesno,1
005_incorrect_10,incorrect,10,no,0.5312093733737563,qwen3-vl-8b,metrics,yesno,0
006_correct_10,correct,10,yes,0.9579122720843811,qwen3-vl-8b,metrics,yesno,1
006_incorrect_10,incorrect,10,yes,0.8807970779778823,qwen3-vl-8b,metrics,yesno,1
007_correct_10,correct,10,yes,0.8933094060543487,qwen3-vl-8b,metrics,yesno,1
007_incorrect_10,incorrect,10,yes,0.9324533088603709,qwen3-vl-8b,metrics,yesno,1
008_correct_10,correct,10,yes,0.9626731126558706,qwen3-vl-8b,metrics,yesno,1
008_incorrect_10,incorrect,10,yes,0.9579122720843811,qwen3-vl-8b,metrics,yesno,1
009_correct_10,correct,10,yes,0.9706877692486436,qwen3-vl-8b,metrics,yesno,1
009_incorrect_10,incorrect,10,yes,0.7549149868676283,qwen3-vl-8b,metrics,yesno,1
010_correct_10,correct,10,yes,0.9525741268224334,qwen3-vl-8b,metrics,yesno,1
010_incorrect_10,incorrect,10,yes,0.8354835371034369,qwen3-vl-8b,metrics,yesno,1
011_correct_10,correct,10,yes,0.9579122720843811,qwen3-vl-8b,metrics,yesno,1
011_incorrect_10,incorrect,10,yes,0.9399133498259924,qwen3-vl-8b,metrics,yesno,1
012_correct_10,correct,10,yes,0.9626731126558706,qwen3-vl-8b,metrics,yesno,1
012_incorrect_10,incorrect,10,yes,0.8670357598021706,qwen3-vl-8b,metrics,yesno,1
013_correct_10,correct,10,yes,0.9740426428022031,qwen3-vl-8b,metrics,yesno,1
013_incorrect_10,incorrect,10,yes,0.8807970779778823,qwen3-vl-8b,metrics,yesno,1
014_correct_10,correct,10,yes,0.9770226300899744,qwen3-vl-8b,metrics,yesno,1
014_incorrect_10,incorrect,10,yes,0.8175744761936437,qwen3-vl-8b,metrics,yesno,1
015_correct_10,correct,10,yes,0.9465966702001757,qwen3-vl-8b,metrics,yesno,1
015_incorrect_10,incorrect,10,yes,0.7549149868676283,qwen3-vl-8b,metrics,yesno,1
016_correct_10,correct,10,yes,0.8807970779778823,qwen3-vl-8b,metrics,yesno,1
016_incorrect_10,incorrect,10,yes,0.8354835371034369,qwen3-vl-8b,metrics,yesno,1
017_correct_10,correct,10,yes,0.9046505351008906,qwen3-vl-8b,metrics,yesno,1
017_incorrect_10,incorrect,10,no,0.5621765008857981,qwen3-vl-8b,metrics,yesno,0
018_correct_10,correct,10,yes,0.9669140216112958,qwen3-vl-8b,metrics,yesno,1
018_incorrect_10,incorrect,10,yes,0.8670357598021706,qwen3-vl-8b,metrics,yesno,1
019_correct_10,correct,10,yes,0.9840936082881853,qwen3-vl-8b,metrics,yesno,1
019_incorrect_10,incorrect,10,yes,0.7772998611746911,qwen3-vl-8b,metrics,yesno,1
020_correct_10,correct,10,yes,0.8807970779778823,qwen3-vl-8b,metrics,yesno,1
020_incorrect_10,incorrect,10,yes,0.9149009549929797,qwen3-vl-8b,metrics,yesno,1
021_correct_10,correct,10,yes,0.9525741268224334,qwen3-vl-8b,metrics,yesno,1
021_incorrect_10,incorrect,10,yes,0.7549149868676283,qwen3-vl-8b,metrics,yesno,1
022_correct_10,correct,10,yes,0.9740426428022031,qwen3-vl-8b,metrics,yesno,1
022_incorrect_10,incorrect,10,yes,0.9579122720843811,qwen3-vl-8b,metrics,yesno,1
023_correct_10,correct,10,yes,0.9875683491468141,qwen3-vl-8b,metrics,yesno,1
023_incorrect_10,incorrect,10,yes,0.9796676466573412,qwen3-vl-8b,metrics,yesno,1
024_correct_10,correct,10,yes,0.9324533088603709,qwen3-vl-8b,metrics,yesno,1
024_incorrect_10,incorrect,10,yes,0.9149009549929797,qwen3-vl-8b,metrics,yesno,1
025_correct_10,correct,10,yes,0.7772998611746911,qwen3-vl-8b,metrics,yesno,1
025_incorrect_10,incorrect,10,yes,0.8933094060543487,qwen3-vl-8b,metrics,yesno,1
026_correct_10,correct,10,yes,0.9706877692486436,qwen3-vl-8b,metrics,yesno,1
026_incorrect_10,incorrect,10,yes,0.8807970779778823,qwen3-vl-8b,metrics,yesno,1
027_correct_10,correct,10,yes,0.9840936082881853,qwen3-vl-8b,metrics,yesno,1
027_incorrect_10,incorrect,10,yes,0.9669140216112958,qwen3-vl-8b,metrics,yesno,1
028_correct_10,correct,10,yes,0.8933094060543487,qwen3-vl-8b,metrics,yesno,1
028_incorrect_10,incorrect,10,yes,0.7772998611746911,qwen3-vl-8b,metrics,yesno,1
029_correct_10,correct,10,yes,0.9241418199787566,qwen3-vl-8b,metrics,yesno,1
029_incorrect_10,incorrect,10,no,0.34864513533394575,qwen3-vl-8b,metrics,yesno,0
030_correct_10,correct,10,yes,0.9149009549929797,qwen3-vl-8b,metrics,yesno,1
030_incorrect_10,incorrect,10,yes,0.7310585786300049,qwen3-vl-8b,metrics,yesno,1
031_correct_10,correct,10,yes,0.8519528019683106,qwen3-vl-8b,metrics,yesno,1
031_incorrect_10,incorrect,10,yes,0.8807970779778823,qwen3-vl-8b,metrics,yesno,1
032_correct_10,correct,10,yes,0.9324533088603709,qwen3-vl-8b,metrics,yesno,1
032_incorrect_10,incorrect,10,no,0.6513548646660542,qwen3-vl-8b,metrics,yesno,0
033_correct_10,correct,10,yes,0.9840936082881853,qwen3-vl-8b,metrics,yesno,1
033_incorrect_10,incorrect,10,yes,0.9669140216112958,qwen3-vl-8b,metrics,yesno,1
034_correct_10,correct,10,yes,0.9324533088603709,qwen3-vl-8b,metrics,yesno,1
034_incorrect_10,incorrect,10,yes,0.9149009549929797,qwen3-vl-8b,metrics,yesno,1
035_correct_10,correct,10,yes,0.7981867777396212,qwen3-vl-8b,metrics,yesno,1
035_incorrect_10,incorrect,10,no,0.6224593312018546,qwen3-vl-8b,metrics,yesno,0
036_correct_10,correct,10,yes,0.9399133498259924,qwen3-vl-8b,metrics,yesno,1
036_incorrect_10,incorrect,10,yes,0.7981867777396212,qwen3-vl-8b,metrics,yesno,1
037_correct_10,correct,10,yes,0.9525741268224334,qwen3-vl-8b,metrics,yesno,1
037_incorrect_10,incorrect,10,yes,0.8933094060543487,qwen3-vl-8b,metrics,yesno,1
038_correct_10,correct,10,yes,0.8670357598021706,qwen3-vl-8b,metrics,yesno,1
038_incorrect_10,incorrect,10,yes,0.8670357598021706,qwen3-vl-8b,metrics,yesno,1
039_correct_10,correct,10,yes,0.9579122720843811,qwen3-vl-8b,metrics,yesno,1
039_incorrect_10,incorrect,10,no,0.7057850278370112,qwen3-vl-8b,metrics,yesno,0
040_correct_10,correct,10,yes,0.9579122720843811,qwen3-vl-8b,metrics,yesno,1
040_incorrect_10,incorrect,10,yes,0.9149009549929797,qwen3-vl-8b,metrics,yesno,1
041_correct_10,correct,10,yes,0.9149009549929797,qwen3-vl-8b,metrics,yesno,1
041_incorrect_10,incorrect,10,yes,0.8519528019683106,qwen3-vl-8b,metrics,yesno,1
042_correct_10,correct,10,yes,0.9399133498259924,qwen3-vl-8b,metrics,yesno,1
042_incorrect_10,incorrect,10,yes,0.7310585786300049,qwen3-vl-8b,metrics,yesno,1
043_correct_10,correct,10,yes,0.9465966702001757,qwen3-vl-8b,metrics,yesno,1
043_incorrect_10,incorrect,10,no,0.5,qwen3-vl-8b,metrics,yesno,0
044_correct_10,correct,10,yes,0.8807970779778823,qwen3-vl-8b,metrics,yesno,1
044_incorrect_10,incorrect,10,yes,0.7310585786300049,qwen3-vl-8b,metrics,yesno,1
045_correct_10,correct,10,yes,0.8670357598021706,qwen3-vl-8b,metrics,yesno,1
045_incorrect_10,incorrect,10,yes,0.9241418199787566,qwen3-vl-8b,metrics,yesno,1
046_correct_10,correct,10,yes,0.9525741268224334,qwen3-vl-8b,metrics,yesno,1
046_incorrect_10,incorrect,10,yes,0.9465966702001757,qwen3-vl-8b,metrics,yesno,1
047_correct_10,correct,10,yes,0.9626731126558706,qwen3-vl-8b,metrics,yesno,1
047_incorrect_10,incorrect,10,yes,0.8807970779778823,qwen3-vl-8b,metrics,yesno,1
048_correct_10,correct,10,yes,0.9706877692486436,qwen3-vl-8b,metrics,yesno,1
048_incorrect_10,incorrect,10,yes,0.7772998611746911,qwen3-vl-8b,metrics,yesno,1
049_correct_10,correct,10,yes,0.9579122720843811,qwen3-vl-8b,metrics,yesno,1
049_incorrect_10,incorrect,10,yes,0.8175744761936437,qwen3-vl-8b,metrics,yesno,1
050_correct_10,correct,10,yes,0.9770226300899744,qwen3-vl-8b,metrics,yesno,1
050_incorrect_10,incorrect,10,yes,0.8670357598021706,qwen3-vl-8b,metrics,yesno,1
051_correct_10,correct,10,yes,0.8519528019683106,qwen3-vl-8b,metrics,yesno,1
051_incorrect_10,incorrect,10,yes,0.8519528019683106,qwen3-vl-8b,metrics,yesno,1
052_correct_10,correct,10,yes,0.9840936082881853,qwen3-vl-8b,metrics,yesno,1
052_incorrect_10,incorrect,10,yes,0.9399133498259924,qwen3-vl-8b,metrics,yesno,1
053_correct_10,correct,10,yes,0.9465966702001757,qwen3-vl-8b,metrics,yesno,1
053_incorrect_10,incorrect,10,yes,0.8933094060543487,qwen3-vl-8b,metrics,yesno,1
054_correct_10,correct,10,yes,0.9626731126558706,qwen3-vl-8b,metrics,yesno,1
054_incorrect_10,incorrect,10,yes,0.9626731126558706,qwen3-vl-8b,metrics,yesno,1
055_correct_10,correct,10,yes,0.9241418199787566,qwen3-vl-8b,metrics,yesno,1
055_incorrect_10,incorrect,10,no,0.6513548646660542,qwen3-vl-8b,metrics,yesno,0
056_correct_10,correct,10,yes,0.8354835371034369,qwen3-vl-8b,metrics,yesno,1
056_incorrect_10,incorrect,10,no,0.679178699175393,qwen3-vl-8b,metrics,yesno,0
057_correct_10,correct,10,yes,0.8354835371034369,qwen3-vl-8b,metrics,yesno,1
057_incorrect_10,incorrect,10,yes,0.7981867777396212,qwen3-vl-8b,metrics,yesno,1
058_correct_10,correct,10,yes,0.9525741268224334,qwen3-vl-8b,metrics,yesno,1
058_incorrect_10,incorrect,10,yes,0.8807970779778823,qwen3-vl-8b,metrics,yesno,1
059_correct_10,correct,10,yes,0.9399133498259924,qwen3-vl-8b,metrics,yesno,1
059_incorrect_10,incorrect,10,no,0.5,qwen3-vl-8b,metrics,yesno,0
060_correct_10,correct,10,yes,0.9324533088603709,qwen3-vl-8b,metrics,yesno,1
060_incorrect_10,incorrect,10,yes,0.9046505351008906,qwen3-vl-8b,metrics,yesno,1
061_correct_10,correct,10,yes,0.9706877692486436,qwen3-vl-8b,metrics,yesno,1
061_incorrect_10,incorrect,10,yes,0.7310585786300049,qwen3-vl-8b,metrics,yesno,1
062_correct_10,correct,10,yes,0.9465966702001757,qwen3-vl-8b,metrics,yesno,1
062_incorrect_10,incorrect,10,yes,0.9399133498259924,qwen3-vl-8b,metrics,yesno,1
063_correct_10,correct,10,yes,0.9740426428022031,qwen3-vl-8b,metrics,yesno,1
063_incorrect_10,incorrect,10,yes,0.9579122720843811,qwen3-vl-8b,metrics,yesno,1
064_correct_10,correct,10,yes,0.9669140216112958,qwen3-vl-8b,metrics,yesno,1
064_incorrect_10,incorrect,10,yes,0.8933094060543487,qwen3-vl-8b,metrics,yesno,1
065_correct_10,correct,10,yes,0.9706877692486436,qwen3-vl-8b,metrics,yesno,1
065_incorrect_10,incorrect,10,yes,0.7772998611746911,qwen3-vl-8b,metrics,yesno,1
066_correct_10,correct,10,yes,0.7772998611746911,qwen3-vl-8b,metrics,yesno,1
066_incorrect_10,incorrect,10,no,0.29421497216298875,qwen3-vl-8b,metrics,yesno,0
067_correct_10,correct,10,yes,0.9241418199787566,qwen3-vl-8b,metrics,yesno,1
067_incorrect_10,incorrect,10,yes,0.9324533088603709,qwen3-vl-8b,metrics,yesno,1
068_correct_10,correct,10,yes,0.8933094060543487,qwen3-vl-8b,metrics,yesno,1
068_incorrect_10,incorrect,10,yes,0.8175744761936437,qwen3-vl-8b,metrics,yesno,1
069_correct_10,correct,10,yes,0.9796676466573412,qwen3-vl-8b,metrics,yesno,1
069_incorrect_10,incorrect,10,yes,0.7549149868676283,qwen3-vl-8b,metrics,yesno,1
070_correct_10,correct,10,yes,0.9875683491468141,qwen3-vl-8b,metrics,yesno,1
070_incorrect_10,incorrect,10,yes,0.8175744761936437,qwen3-vl-8b,metrics,yesno,1
071_correct_10,correct,10,yes,0.9859363729567544,qwen3-vl-8b,metrics,yesno,1
071_incorrect_10,incorrect,10,no,0.5312093733737563,qwen3-vl-8b,metrics,yesno,0
072_correct_10,correct,10,yes,0.8807970779778823,qwen3-vl-8b,metrics,yesno,1
072_incorrect_10,incorrect,10,yes,0.7981867777396212,qwen3-vl-8b,metrics,yesno,1
073_correct_10,correct,10,yes,0.9840936082881853,qwen3-vl-8b,metrics,yesno,1
073_incorrect_10,incorrect,10,yes,0.9706877692486436,qwen3-vl-8b,metrics,yesno,1
074_correct_10,correct,10,yes,0.9579122720843811,qwen3-vl-8b,metrics,yesno,1
074_incorrect_10,incorrect,10,no,0.6513548646660542,qwen3-vl-8b,metrics,yesno,0
075_correct_10,correct,10,yes,0.9324533088603709,qwen3-vl-8b,metrics,yesno,1
075_incorrect_10,incorrect,10,yes,0.9399133498259924,qwen3-vl-8b,metrics,yesno,1
076_correct_10,correct,10,yes,0.9770226300899744,qwen3-vl-8b,metrics,yesno,1
076_incorrect_10,incorrect,10,yes,0.8519528019683106,qwen3-vl-8b,metrics,yesno,1
077_correct_10,correct,10,yes,0.9149009549929797,qwen3-vl-8b,metrics,yesno,1
077_incorrect_10,incorrect,10,yes,0.9525741268224334,qwen3-vl-8b,metrics,yesno,1
078_correct_10,correct,10,yes,0.8807970779778823,qwen3-vl-8b,metrics,yesno,1
078_incorrect_10,incorrect,10,yes,0.8519528019683106,qwen3-vl-8b,metrics,yesno,1
079_correct_10,correct,10,yes,0.9399133498259924,qwen3-vl-8b,metrics,yesno,1
079_incorrect_10,incorrect,10,yes,0.8670357598021706,qwen3-vl-8b,metrics,yesno,1
080_correct_10,correct,10,yes,0.9706877692486436,qwen3-vl-8b,metrics,yesno,1
080_incorrect_10,incorrect,10,yes,0.9046505351008906,qwen3-vl-8b,metrics,yesno,1
081_correct_10,correct,10,yes,0.9796676466573412,qwen3-vl-8b,metrics,yesno,1
081_incorrect_10,incorrect,10,yes,0.679178699175393,qwen3-vl-8b,metrics,yesno,1
082_correct_10,correct,10,yes,0.9241418199787566,qwen3-vl-8b,metrics,yesno,1
082_incorrect_10,incorrect,10,yes,0.8933094060543487,qwen3-vl-8b,metrics,yesno,1
083_correct_10,correct,10,yes,0.9399133498259924,qwen3-vl-8b,metrics,yesno,1
083_incorrect_10,incorrect,10,no,0.679178699175393,qwen3-vl-8b,metrics,yesno,0
084_correct_10,correct,10,yes,0.9241418199787566,qwen3-vl-8b,metrics,yesno,1
084_incorrect_10,incorrect,10,yes,0.7981867777396212,qwen3-vl-8b,metrics,yesno,1
085_correct_10,correct,10,yes,0.8519528019683106,qwen3-vl-8b,metrics,yesno,1
085_incorrect_10,incorrect,10,yes,0.7772998611746911,qwen3-vl-8b,metrics,yesno,1
086_correct_10,correct,10,yes,0.9933071490757153,qwen3-vl-8b,metrics,yesno,1
086_incorrect_10,incorrect,10,yes,0.8354835371034369,qwen3-vl-8b,metrics,yesno,1
087_correct_10,correct,10,yes,0.9525741268224334,qwen3-vl-8b,metrics,yesno,1
087_incorrect_10,incorrect,10,yes,0.8670357598021706,qwen3-vl-8b,metrics,yesno,1
088_correct_10,correct,10,yes,0.9046505351008906,qwen3-vl-8b,metrics,yesno,1
088_incorrect_10,incorrect,10,no,0.679178699175393,qwen3-vl-8b,metrics,yesno,0
089_correct_10,correct,10,yes,0.9579122720843811,qwen3-vl-8b,metrics,yesno,1
089_incorrect_10,incorrect,10,yes,0.8354835371034369,qwen3-vl-8b,metrics,yesno,1
090_correct_10,correct,10,yes,0.9241418199787566,qwen3-vl-8b,metrics,yesno,1
